Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,ID,Item_Outlet_Sales
13.8,Low Fat,0.058192802,Dairy,246.9802,1999,Medium,Tier 1,Supermarket Type1,DRC27OUT049,5896.3248
20.25,Regular,0.022976493,Baking Goods,240.3538,1999,Medium,Tier 1,Supermarket Type1,FDB37OUT049,4086.0146
9.3,low fat,0.111220521,Breads,65.7826,1997,Small,Tier 1,Supermarket Type1,FDS35OUT046,968.739
14.15,Low Fat,0.037967687,Starchy Foods,125.6046,1999,Medium,Tier 1,Supermarket Type1,FDE47OUT049,1618.5598
,low fat,0,Health and Hygiene,164.5526,1985,Medium,Tier 3,Supermarket Type3,NCT53OUT027,2302.3364
8.115,Regular,0.032158866,Canned,154.8972,1997,Small,Tier 1,Supermarket Type1,FDL14OUT046,1713.7692
,Regular,0.045068892,Snack Foods,190.8872,1985,Small,Tier 1,Grocery Store,FDP21OUT019,945.436
11.1,Low Fat,0.033176087,Household,120.1124,2002,,Tier 2,Supermarket Type1,NCV54OUT045,1896.1984
12.5,Low Fat,0.018845298,Health and Hygiene,96.7384,2004,Small,Tier 2,Supermarket Type1,NCO41OUT035,2759.0752
9.8,Regular,0.056375879,Breads,84.6908,2004,Small,Tier 2,Supermarket Type1,FDQ59OUT035,1006.6896
19.7,Regular,0.161356273,Canned,253.1014,2009,Medium,Tier 3,Supermarket Type2,FDQ01OUT018,2805.0154
14.3,Regular,0.034605882,Baking Goods,95.9726,2007,,Tier 2,Supermarket Type1,FDQ48OUT017,2153.1972
19.75,Low Fat,0.033942546,Snack Foods,213.5902,1999,Medium,Tier 1,Supermarket Type1,FDP09OUT049,4460.1942
18.5,Low Fat,0.025740259,Meat,89.4172,1987,High,Tier 3,Supermarket Type1,FDK55OUT013,1605.9096
,Low Fat,0.026938317,Household,174.1396,1985,Medium,Tier 3,Supermarket Type3,NCJ43OUT027,4012.1108
12.35,Regular,0.033754478,Meat,199.0426,2004,Small,Tier 2,Supermarket Type1,FDI07OUT035,3361.6242
,Low Fat,0.015375557,Health and Hygiene,156.9604,1985,Medium,Tier 3,Supermarket Type3,NCW41OUT027,4278.4308
5.365,Regular,0.140458316,Seafood,169.7764,1999,Medium,Tier 1,Supermarket Type1,FDG33OUT049,3263.7516
,Low Fat,0.046333982,Health and Hygiene,97.2384,1985,Medium,Tier 3,Supermarket Type3,NCO05OUT027,2660.5368
20.5,Regular,0,Frozen Foods,82.8592,2004,Small,Tier 2,Supermarket Type1,FDH53OUT035,908.1512
8.71,Low Fat,0.139228412,Canned,49.5376,1997,Small,Tier 1,Supermarket Type1,FDR49OUT046,1198.44
,Low Fat,0,Seafood,109.4596,1985,Medium,Tier 3,Supermarket Type3,FDF33OUT027,1833.6132
16,Regular,0,Meat,48.1718,2007,,Tier 2,Supermarket Type1,FDQ51OUT017,756.3488
17.6,Low Fat,0.00799436,Dairy,171.6422,1987,High,Tier 3,Supermarket Type1,FDZ38OUT013,3793.7284
20.7,Regular,0.121767168,Frozen Foods,118.9466,2002,,Tier 2,Supermarket Type1,FDV52OUT045,353.5398
13,Regular,0.030083482,Canned,61.922,2004,Small,Tier 2,Supermarket Type1,FDM50OUT035,1557.972
20.2,Regular,0.118025091,Baking Goods,195.811,2007,,Tier 2,Supermarket Type1,FDV60OUT017,2553.343
20.35,Low Fat,0.060649213,Baking Goods,232.7616,1987,High,Tier 3,Supermarket Type1,FDG60OUT013,2812.3392
18.6,LF,0.151931742,Breakfast,101.1358,1987,High,Tier 3,Supermarket Type1,FDN13OUT013,1105.8938
,Low Fat,0.063831013,Hard Drinks,46.206,1985,Medium,Tier 3,Supermarket Type3,DRN59OUT027,1304.968
13.35,low fat,0.103091351,Dairy,229.9352,2007,,Tier 2,Supermarket Type1,FDU02OUT017,2519.3872
17.85,Low Fat,0.052389407,Snack Foods,120.9072,2009,Medium,Tier 3,Supermarket Type2,FDZ58OUT018,2817.6656
16.35,Low Fat,0.013355306,Others,105.528,1987,High,Tier 3,Supermarket Type1,NCQ38OUT013,2024.032
14.85,Regular,0.019550858,Dairy,263.791,2002,,Tier 2,Supermarket Type1,FDF39OUT045,4207.856
21.25,Low Fat,0.01005532,Meat,183.1608,2007,,Tier 2,Supermarket Type1,FDT03OUT017,2756.412
14.15,Low Fat,0.034845668,Snack Foods,242.7828,1987,High,Tier 3,Supermarket Type1,FDN09OUT013,3167.8764
17.2,Regular,0.025162022,Canned,145.9418,2004,Small,Tier 2,Supermarket Type1,FDJ02OUT035,1765.7016
,Low Fat,0.022685222,Fruits and Vegetables,161.592,1985,Medium,Tier 3,Supermarket Type3,FDN44OUT027,4314.384
10.85,Low Fat,0.162571649,Snack Foods,107.4622,2002,,Tier 2,Supermarket Type1,FDQ34OUT045,529.311
20.35,Regular,0.014825605,Fruits and Vegetables,233.2958,1997,Small,Tier 1,Supermarket Type1,FDX31OUT046,4206.5244
16.35,Low Fat,0.058034349,Household,124.802,1998,,Tier 3,Grocery Store,NCH55OUT010,253.004
9.3,Low Fat,0.043785694,Hard Drinks,191.6846,1997,Small,Tier 1,Supermarket Type1,DRM47OUT046,3057.3536
,Regular,0.076798609,Soft Drinks,231.8958,1985,Medium,Tier 3,Supermarket Type3,DRL01OUT027,8413.0488
15.75,Low Fat,0.055241242,Baking Goods,196.5452,2007,,Tier 2,Supermarket Type1,FDO12OUT017,3131.9232
14.85,Low Fat,0.061102235,Household,253.2698,2002,,Tier 2,Supermarket Type1,NCK30OUT045,2283.0282
18.6,Low Fat,0.039517121,Frozen Foods,243.6802,2007,,Tier 2,Supermarket Type1,FDP16OUT017,5896.3248
16.35,Low Fat,0.029565309,Household,256.4646,2009,Medium,Tier 3,Supermarket Type2,NCG06OUT018,515.3292
9.695,Regular,0.128283243,Baking Goods,226.1404,1997,Small,Tier 1,Supermarket Type1,FDX36OUT046,3375.606
15.15,Regular,0.012332667,Snack Foods,130.0284,2007,,Tier 2,Supermarket Type1,FDT09OUT017,3559.3668
14.3,Regular,0.065195229,Fruits and Vegetables,88.9856,2004,Small,Tier 2,Supermarket Type1,FDF08OUT035,1669.8264
10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794,1998,,Tier 3,Grocery Store,FDA43OUT010,585.2382
8.39,Low Fat,0.121178848,Household,165.1868,2007,,Tier 2,Supermarket Type1,NCN06OUT017,2784.3756
18.35,LF,0,Dairy,151.934,1987,High,Tier 3,Supermarket Type1,DRF15OUT013,306.268
15.2,Low Fat,0.09698132,Health and Hygiene,116.3492,1987,High,Tier 3,Supermarket Type1,NCX05OUT013,2548.6824
20.2,Low Fat,0.064351908,Snack Foods,259.4646,2004,Small,Tier 2,Supermarket Type1,FDM21OUT035,2061.3168
,Low Fat,0.079419801,Household,172.3106,1985,Medium,Tier 3,Supermarket Type3,NCG54OUT027,5475.5392
8.71,Regular,0.072301795,Canned,185.6924,2002,,Tier 2,Supermarket Type1,FDD26OUT045,3331.6632
12.15,Low Fat,0.021719387,Breads,163.1184,2004,Small,Tier 2,Supermarket Type1,FDU23OUT035,3467.4864
8.06,Low Fat,0.021420031,Breakfast,232.0326,2002,,Tier 2,Supermarket Type1,FDO37OUT045,3003.4238
11.5,LF,0.290430317,Fruits and Vegetables,130.6652,1998,,Tier 3,Grocery Store,FDP19OUT010,258.3304
14.85,Low Fat,0.018571641,Canned,187.3214,1997,Small,Tier 1,Supermarket Type1,FDT13OUT046,4333.6922
11.8,Low Fat,0,Fruits and Vegetables,45.2402,2009,Medium,Tier 3,Supermarket Type2,FDY07OUT018,1148.505
14.7,Low Fat,0.020952705,Hard Drinks,143.5128,1999,Medium,Tier 1,Supermarket Type1,DRI47OUT049,2444.8176
,Low Fat,0.102371638,Household,221.2456,1985,Small,Tier 1,Grocery Store,NCW42OUT019,663.1368
18.75,LF,0.034278798,Household,214.1218,1987,High,Tier 3,Supermarket Type1,NCQ50OUT013,4488.1578
7.235,Low Fat,0,Snack Foods,115.1834,2002,,Tier 2,Supermarket Type1,FDQ09OUT045,1382.2008
,LF,0.038377013,Fruits and Vegetables,211.5586,1985,Medium,Tier 3,Supermarket Type3,FDI20OUT027,4432.2306
19.6,Low Fat,0.025325897,Health and Hygiene,150.9024,1999,Medium,Tier 1,Supermarket Type1,NCP05OUT049,3795.06
7.27,Regular,0.020898691,Canned,92.2488,2007,,Tier 2,Supermarket Type1,FDH02OUT017,814.9392
15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,2002,,Tier 2,Supermarket Type1,FDH45OUT045,454.0756
7.81,Low Fat,0.112906337,Soft Drinks,243.5486,1998,,Tier 3,Grocery Store,DRG49OUT010,488.6972
7.81,Regular,0.055216312,Canned,125.5046,2004,Small,Tier 2,Supermarket Type1,FDA37OUT035,3237.1196
6.465,Low Fat,0.125210375,Canned,266.8884,2007,,Tier 2,Supermarket Type1,FDS13OUT017,1059.9536
,Low Fat,0.058185842,Household,220.8456,1985,Medium,Tier 3,Supermarket Type3,NCW42OUT027,4199.8664
10.8,Low Fat,0.098814721,Meat,100.5042,2009,Medium,Tier 3,Supermarket Type2,FDK15OUT018,1884.8798
9.5,Regular,0.022058724,Meat,196.8452,1997,Small,Tier 1,Supermarket Type1,FDX51OUT046,3523.4136
20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,1987,High,Tier 3,Supermarket Type1,FDJ20OUT013,2105.2596
8.895,Low Fat,0.075876602,Hard Drinks,235.9616,2007,,Tier 2,Supermarket Type1,DRK59OUT017,1874.8928
15.6,Low Fat,0.037841362,Snack Foods,125.2704,2009,Medium,Tier 3,Supermarket Type2,FDL45OUT018,2628.5784
9,Low Fat,0.081943273,Frozen Foods,214.5534,1987,High,Tier 3,Supermarket Type1,FDH41OUT013,3440.8544
19.35,Low Fat,0.016645164,Frozen Foods,120.9098,2002,,Tier 2,Supermarket Type1,FDD05OUT045,1687.1372
19.7,Regular,0.018061324,Meat,102.599,2002,,Tier 2,Supermarket Type1,FDZ39OUT045,2063.98
,Regular,0.028062401,Breads,44.0402,1985,Small,Tier 1,Grocery Store,FDY35OUT019,91.8804
5.825,Low Fat,0.091857904,Household,160.7894,2009,Medium,Tier 3,Supermarket Type2,NCE06OUT018,1617.894
,Low Fat,0.036109413,Fruits and Vegetables,140.6154,1985,Medium,Tier 3,Supermarket Type3,FDE57OUT027,4538.0928
12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,2009,Medium,Tier 3,Supermarket Type2,FDD33OUT018,2323.642
12.85,Low Fat,0.03324652,Snack Foods,172.4422,2002,,Tier 2,Supermarket Type1,FDQ10OUT045,4483.4972
17.5,Low Fat,0.016720132,Meat,139.918,1987,High,Tier 3,Supermarket Type1,FDN15OUT013,419.454
17,Low Fat,0.055433377,Dairy,221.1114,1997,Small,Tier 1,Supermarket Type1,FDS50OUT046,4434.228
7.05,Low Fat,0.084966021,Snack Foods,111.1912,1997,Small,Tier 1,Supermarket Type1,FDX21OUT046,1965.4416
5.78,Regular,0.074135053,Snack Foods,264.0568,2004,Small,Tier 2,Supermarket Type1,FDL58OUT035,2109.2544
15.2,Low Fat,0.091745951,Snack Foods,229.0352,2004,Small,Tier 2,Supermarket Type1,FDK09OUT035,2290.352
,Low Fat,0.056685383,Fruits and Vegetables,178.437,1985,Medium,Tier 3,Supermarket Type3,FDS08OUT027,3175.866
11.35,Regular,0.00552947,Fruits and Vegetables,169.279,2004,Small,Tier 2,Supermarket Type1,FDE20OUT035,2376.906
17.5,Low Fat,0.013664703,Frozen Foods,257.7304,2002,,Tier 2,Supermarket Type1,FDF04OUT045,5683.2688
16.25,Low Fat,0.087310672,Dairy,95.541,1999,Medium,Tier 1,Supermarket Type1,FDA50OUT049,1544.656
12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,1999,Medium,Tier 1,Supermarket Type1,FDX08OUT049,2165.1816
,Low Fat,0.016531033,Frozen Foods,122.4098,1985,Medium,Tier 3,Supermarket Type3,FDD05OUT027,3012.745
8.84,Regular,0.076873991,Frozen Foods,109.9228,2009,Medium,Tier 3,Supermarket Type2,FDG41OUT018,1547.3192
,Low Fat,0.035863436,Meat,58.3562,1985,Medium,Tier 3,Supermarket Type3,FDU39OUT027,1125.8678
17.75,Low Fat,0.111301625,Others,107.5912,1997,Small,Tier 1,Supermarket Type1,NCQ43OUT046,1528.6768
6.38,Low Fat,0.015193323,Household,143.347,2002,,Tier 2,Supermarket Type1,NCY42OUT045,858.882
,Regular,0.046408928,Canned,153.2998,1985,Medium,Tier 3,Supermarket Type3,FDF26OUT027,3998.7948
10.65,Low Fat,0,Fruits and Vegetables,57.1272,2004,Small,Tier 2,Supermarket Type1,FDC20OUT035,279.636
13.1,Low Fat,0.07494003,Dairy,75.0354,1997,Small,Tier 1,Supermarket Type1,FDX14OUT046,902.8248
,LF,0.065119701,Soft Drinks,145.7128,1985,Medium,Tier 3,Supermarket Type3,DRC49OUT027,4026.7584
10.195,Low Fat,0,Frozen Foods,143.1154,2007,,Tier 2,Supermarket Type1,FDM40OUT017,2410.8618
6.67,Regular,0.090456903,Snack Foods,131.2626,2007,,Tier 2,Supermarket Type1,FDE10OUT017,2098.6016
5.32,Low Fat,0.093071679,Health and Hygiene,103.8674,2002,,Tier 2,Supermarket Type1,NCU17OUT045,509.337
,Regular,0.048292189,Baking Goods,133.1626,1985,Medium,Tier 3,Supermarket Type3,FDB36OUT027,2492.0894
12.1,Low Fat,0.029902679,Soft Drinks,144.3444,2009,Medium,Tier 3,Supermarket Type2,DRF13OUT018,1161.1552
13.85,Regular,0.056547986,Breakfast,232.73,2009,Medium,Tier 3,Supermarket Type2,FDL13OUT018,6291.81
16.35,Low Fat,0.034726222,Household,125.602,1999,Medium,Tier 1,Supermarket Type1,NCH55OUT049,3036.048
18.35,Low Fat,0.088908547,Household,192.8504,1987,High,Tier 3,Supermarket Type1,NCF18OUT013,2876.256
15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,1998,,Tier 3,Grocery Store,FDC09OUT010,102.5332
12.1,Low Fat,0.020568574,Snack Foods,150.4734,1997,Small,Tier 1,Supermarket Type1,FDV09OUT046,2078.6276
12.1,Low Fat,0.020564685,Snack Foods,148.2734,2004,Small,Tier 2,Supermarket Type1,FDV09OUT035,3266.4148
19.25,Regular,0.058226609,Frozen Foods,85.2908,1987,High,Tier 3,Supermarket Type1,FDU16OUT013,671.1264
8.71,Regular,0.072155462,Canned,183.3924,1997,Small,Tier 1,Supermarket Type1,FDD26OUT046,3146.5708
10.5,Low Fat,0.027253711,Household,170.9106,1987,High,Tier 3,Supermarket Type1,NCA29OUT013,3251.1014
11.6,Regular,0.144604071,Dairy,240.8222,2009,Medium,Tier 3,Supermarket Type2,FDZ26OUT018,3585.333
16,Regular,0.193477995,Fruits and Vegetables,55.9246,1998,,Tier 3,Grocery Store,FDT56OUT010,405.4722
6.865,Low Fat,0.056945936,Snack Foods,214.6218,2002,,Tier 2,Supermarket Type1,FDF22OUT045,1923.4962
10.395,Low Fat,0.031288338,Seafood,159.5604,2002,,Tier 2,Supermarket Type1,FDH21OUT045,2852.2872
8.05,Regular,0.078400465,Fruits and Vegetables,259.0646,1997,Small,Tier 1,Supermarket Type1,FDD44OUT046,4380.2982
5.785,Regular,0.038976089,Fruits and Vegetables,264.2252,2007,,Tier 2,Supermarket Type1,FDS56OUT017,3934.878
10.3,Regular,0.058918844,Fruits and Vegetables,191.653,1999,Medium,Tier 1,Supermarket Type1,FDF21OUT049,5313.084
12.5,Low Fat,0.031176157,Fruits and Vegetables,103.099,2009,Medium,Tier 3,Supermarket Type2,FDM44OUT018,722.393
7.63,Low Fat,0.061159246,Soft Drinks,92.5436,1999,Medium,Tier 1,Supermarket Type1,DRK01OUT049,1607.2412
13.5,Regular,0,Snack Foods,78.396,2004,Small,Tier 2,Supermarket Type1,FDO22OUT035,1438.128
17.5,Low Fat,0.052550476,Snack Foods,101.299,2002,,Tier 2,Supermarket Type1,FDP57OUT045,722.393
,Low Fat,0.124448295,Soft Drinks,112.0518,1985,Small,Tier 1,Grocery Store,DRF49OUT019,113.8518
8.21,low fat,0.010808272,Hard Drinks,150.5392,2009,Medium,Tier 3,Supermarket Type2,DRK11OUT018,1043.9744
11.65,Regular,0.010963269,Meat,110.9544,2009,Medium,Tier 3,Supermarket Type2,FDT51OUT018,335.5632
18.5,LF,0,Snack Foods,119.8124,2007,,Tier 2,Supermarket Type1,FDE58OUT017,4029.4216
7.72,reg,0.075035902,Breads,78.7986,2009,Medium,Tier 3,Supermarket Type2,FDT23OUT018,856.8846
5.88,Low Fat,0.024882614,Household,149.4392,2004,Small,Tier 2,Supermarket Type1,NCT42OUT035,1640.5312
6.85,Low Fat,0.022878953,Frozen Foods,262.3594,2004,Small,Tier 2,Supermarket Type1,FDJ41OUT035,3924.891
,Low Fat,0.166572501,Household,176.1712,1985,Medium,Tier 3,Supermarket Type3,NCF42OUT027,3691.1952
7.52,LF,0.055081623,Fruits and Vegetables,128.8994,1987,High,Tier 3,Supermarket Type1,FDA19OUT013,2055.9904
13.65,Regular,0.025920816,Snack Foods,81.2302,1997,Small,Tier 1,Supermarket Type1,FDW09OUT046,2059.9852
,Low Fat,0.029500321,Household,46.2086,1985,Medium,Tier 3,Supermarket Type3,NCO14OUT027,802.9548
6.985,Regular,0.137645467,Meat,185.2608,2002,,Tier 2,Supermarket Type1,FDO39OUT045,2940.1728
,Low Fat,0,Snack Foods,240.6222,1985,Medium,Tier 3,Supermarket Type3,FDR45OUT027,4302.3996
9.3,Low Fat,0.026818196,Dairy,248.9092,1998,,Tier 3,Grocery Store,FDA15OUT010,498.0184
12.1,Low Fat,0.030102335,Canned,74.767,1987,High,Tier 3,Supermarket Type1,FDY13OUT013,2220.443
5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,2009,Medium,Tier 3,Supermarket Type2,FDY31OUT018,2354.2688
9,Low Fat,0.069653585,Health and Hygiene,266.2884,1999,Medium,Tier 1,Supermarket Type1,NCS29OUT049,2914.8724
7.145,Low Fat,0.01785932,Frozen Foods,160.6578,2009,Medium,Tier 3,Supermarket Type2,FDJ52OUT018,2246.4092
19,Low Fat,0.017755213,Health and Hygiene,211.7244,2002,,Tier 2,Supermarket Type1,NCX41OUT045,2752.4172
7.855,Regular,0.161875063,Baking Goods,35.6848,2002,,Tier 2,Supermarket Type1,FDQ36OUT045,335.5632
19.5,Low Fat,0.128181759,Breads,156.1314,2004,Small,Tier 2,Supermarket Type1,FDV35OUT035,2792.3652
8.71,Low Fat,0.121250374,Canned,92.7778,1997,Small,Tier 1,Supermarket Type1,FDE02OUT046,1032.6558
11.5,Low Fat,0.014921093,Starchy Foods,173.908,2009,Medium,Tier 3,Supermarket Type2,FDA34OUT018,1211.756
18.85,Low Fat,0.040434372,Household,244.3144,1999,Medium,Tier 1,Supermarket Type1,NCL42OUT049,5635.3312
13.65,Regular,0.031508924,Canned,98.77,2002,,Tier 2,Supermarket Type1,FDE14OUT045,1697.79
6.135,Low Fat,0.079094835,Soft Drinks,114.386,1999,Medium,Tier 1,Supermarket Type1,DRD25OUT049,1018.674
5.655,Low Fat,0.175793413,Soft Drinks,146.9102,2009,Medium,Tier 3,Supermarket Type2,DRF01OUT018,1749.7224
14.85,Regular,0.019495051,Dairy,261.291,1987,High,Tier 3,Supermarket Type1,FDF39OUT013,10256.649
20.75,Regular,0.063313974,Breakfast,153.7682,2004,Small,Tier 2,Supermarket Type1,FDP01OUT035,1829.6184
10,Low Fat,0.0674819,Snack Foods,234.859,2009,Medium,Tier 3,Supermarket Type2,FDB10OUT018,1181.795
10.3,Low Fat,0.070026951,Dairy,263.6226,2004,Small,Tier 2,Supermarket Type1,FDY14OUT035,6608.065
5.675,Regular,0.023496967,Snack Foods,156.1288,1997,Small,Tier 1,Supermarket Type1,FDR57OUT046,2828.3184
5.51,Low Fat,0,Health and Hygiene,98.9726,2009,Medium,Tier 3,Supermarket Type2,NCH29OUT018,1565.9616
17.75,low fat,0.073559521,Seafood,33.9216,2002,,Tier 2,Supermarket Type1,FDJ45OUT045,830.9184
17.75,Low Fat,0.07626905,Baking Goods,113.1544,2009,Medium,Tier 3,Supermarket Type2,FDZ48OUT018,1006.6896
8.365,Regular,0.039925235,Fruits and Vegetables,189.2188,2002,,Tier 2,Supermarket Type1,FDV44OUT045,4570.0512
,Regular,0.093883945,Canned,200.4742,1985,Small,Tier 1,Grocery Store,FDR01OUT019,398.1484
10,Regular,0.03773288,Snack Foods,128.2994,1987,High,Tier 3,Supermarket Type1,FDZ57OUT013,1413.4934
18.2,Regular,0.066400129,Fruits and Vegetables,250.1092,1999,Medium,Tier 1,Supermarket Type1,FDI08OUT049,5727.2116
19.35,Regular,0.039920687,Soft Drinks,163.3868,2004,Small,Tier 2,Supermarket Type1,DRA24OUT035,3439.5228
,Low Fat,0.022351808,Meat,143.7812,1985,Medium,Tier 3,Supermarket Type3,FDS39OUT027,4986.842
7.39,Low Fat,0.120180894,Others,141.447,1987,High,Tier 3,Supermarket Type1,NCL31OUT013,2290.352
7.945,Low Fat,0.015900971,Snack Foods,163.821,1999,Medium,Tier 1,Supermarket Type1,FDD34OUT049,1794.331
16,Regular,0.172759093,Snack Foods,157.0972,1997,Small,Tier 1,Supermarket Type1,FDC34OUT046,4673.916
20.1,Low Fat,0.077454252,Health and Hygiene,59.2536,1997,Small,Tier 1,Supermarket Type1,NCK05OUT046,735.0432
20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,1998,,Tier 3,Grocery Store,FDB32OUT010,93.8778
8.575,Regular,0.072252888,Dairy,196.5794,2007,,Tier 2,Supermarket Type1,FDC03OUT017,5267.1438
17.7,Regular,0.016664252,Fruits and Vegetables,47.9034,2009,Medium,Tier 3,Supermarket Type2,FDO19OUT018,729.051
20,Regular,0.086187886,Frozen Foods,125.4678,1998,,Tier 3,Grocery Store,FDZ28OUT010,127.1678
5.695,Low Fat,0.109784056,Frozen Foods,256.0646,1998,,Tier 3,Grocery Store,FDK28OUT010,1288.323
5.11,Low Fat,0,Household,164.721,2009,Medium,Tier 3,Supermarket Type2,NCU30OUT018,3588.662
15.25,Regular,0,Snack Foods,178.166,2002,,Tier 2,Supermarket Type1,FDV57OUT045,4853.682
,Regular,0.029023048,Canned,177.837,1985,Medium,Tier 3,Supermarket Type3,FDB02OUT027,6704.606
18.25,Regular,0.183142346,Dairy,110.357,1987,High,Tier 3,Supermarket Type1,FDD52OUT013,2087.283
15.6,Regular,0,Snack Foods,170.6132,1987,High,Tier 3,Supermarket Type1,FDN34OUT013,6595.4148
13,Low Fat,0.153857402,Canned,76.3986,1999,Medium,Tier 1,Supermarket Type1,FDB50OUT049,778.986
7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,1999,Medium,Tier 1,Supermarket Type1,FDS55OUT049,2524.0478
19.7,Low Fat,0.066935459,Snack Foods,177.537,1997,Small,Tier 1,Supermarket Type1,FDR21OUT046,3175.866
9.1,Low Fat,0.055514919,Household,112.5518,1999,Medium,Tier 1,Supermarket Type1,NCD07OUT049,341.5554
8,Regular,0.050657232,Breads,249.9092,1998,,Tier 3,Grocery Store,FDO11OUT010,249.0092
17.75,Low Fat,0.098108957,Health and Hygiene,240.9196,2009,Medium,Tier 3,Supermarket Type2,NCC54OUT018,4579.3724
19.5,Low Fat,0.128405328,Breads,156.4314,1999,Medium,Tier 1,Supermarket Type1,FDV35OUT049,2326.971
7.685,Low Fat,0.025477448,Health and Hygiene,145.276,1997,Small,Tier 1,Supermarket Type1,NCU29OUT046,3515.424
9.6,Low Fat,0.040969757,Health and Hygiene,188.7214,1998,,Tier 3,Grocery Store,NCZ53OUT010,376.8428
19.6,Low Fat,0.040550868,Dairy,45.5718,1998,,Tier 3,Grocery Store,DRE03OUT010,47.2718
17.6,Low Fat,0.175545889,Snack Foods,163.6868,1998,,Tier 3,Grocery Store,FDZ09OUT010,163.7868
15.6,Regular,0.099344826,Dairy,63.6194,2002,,Tier 2,Supermarket Type1,FDE40OUT045,743.0328
12.65,Low Fat,0.042276746,Household,108.4938,1999,Medium,Tier 1,Supermarket Type1,NCS18OUT049,1500.7132
,Low Fat,0.013861607,Baking Goods,94.4462,1985,Medium,Tier 3,Supermarket Type3,FDX24OUT027,2036.0164
,Regular,0.076387367,Snack Foods,112.1518,1985,Medium,Tier 3,Supermarket Type3,FDS34OUT027,3870.9612
14.5,Low Fat,0.08996026,Health and Hygiene,159.5604,2002,,Tier 2,Supermarket Type1,NCS53OUT045,1426.1436
6.425,Low Fat,0.010480751,Canned,116.5808,2009,Medium,Tier 3,Supermarket Type2,FDH38OUT018,2460.7968
9.695,LF,0.070587419,Hard Drinks,176.9344,2002,,Tier 2,Supermarket Type1,DRM35OUT045,5888.3352
19.6,Low Fat,0.03387323,Soft Drinks,56.1614,1987,High,Tier 3,Supermarket Type1,DRI25OUT013,828.921
20.7,LF,0.039238384,Household,152.8366,2004,Small,Tier 2,Supermarket Type1,NCP06OUT035,2569.3222
12.6,Low Fat,0.024331586,Dairy,34.9874,2007,,Tier 2,Supermarket Type1,FDT02OUT017,529.311
8.275,Low Fat,0.110197977,Household,104.2306,1987,High,Tier 3,Supermarket Type1,NCP14OUT013,3658.571
,Low Fat,0.028048877,Household,106.1964,1985,Small,Tier 1,Grocery Store,NCD43OUT019,210.3928
19.85,Low Fat,0.045631231,Fruits and Vegetables,128.102,1987,High,Tier 3,Supermarket Type1,FDP20OUT013,1265.02
7.36,Low Fat,0.087559621,Frozen Foods,55.2588,1998,,Tier 3,Grocery Store,FDK04OUT010,229.0352
20.35,Regular,0.252865979,Meat,82.7276,1998,,Tier 3,Grocery Store,FDQ15OUT010,162.4552
17.7,Regular,0.135306012,Starchy Foods,183.7924,1999,Medium,Tier 1,Supermarket Type1,FDE11OUT049,2221.1088
,Low Fat,0.126760908,Breakfast,176.937,1985,Small,Tier 1,Grocery Store,FDN01OUT019,352.874
8.39,Regular,0.024201084,Frozen Foods,112.6176,2004,Small,Tier 2,Supermarket Type1,FDC29OUT035,2175.8344
9.195,Low Fat,0.015856295,Baking Goods,81.6592,2004,Small,Tier 2,Supermarket Type1,FDC48OUT035,1403.5064
8.93,Low Fat,0.028411899,Dairy,152.334,2004,Small,Tier 2,Supermarket Type1,DRF27OUT035,2143.876
15.7,Low Fat,0.160529322,Household,59.2562,1987,High,Tier 3,Supermarket Type1,NCB55OUT013,296.281
16.7,Low Fat,0.026771204,Household,246.3776,2007,,Tier 2,Supermarket Type1,NCX30OUT017,1981.4208
,Low Fat,0.049934854,Soft Drinks,95.0752,1985,Medium,Tier 3,Supermarket Type3,DRN36OUT027,2588.6304
20.5,Regular,0.113045883,Fruits and Vegetables,194.1478,2007,,Tier 2,Supermarket Type1,FDP08OUT017,2906.217
,Low Fat,0.015359722,Household,163.7526,1985,Medium,Tier 3,Supermarket Type3,NCD31OUT027,1973.4312
